,Date,Text,Tone,X Likes,X reposts,X followers,Impressions,Estimated reach,Queries,Compound_Sentiment_Score,Sentiment
2221,28/08/2023 21:11:11,"@PierrePoilievre Despite oil and gas prices falling from2022 highs, the U.S. and European oil giants - ExxonMobil, Shell, Chevron and TotalEnergies - continue to rake in record earnings. After breaking their annual profit records in 2022, they all just posted their highest ever Q1 net profits.",positive,1,0,2627,2627,210,Chevron,0.773783391341567,positive
2223,28/08/2023 17:03:21,"🚨 _Mini flat Shared Apartment for rent in Chevron, Lekki Rent: N1.8million Agent 60k Agreement: 180k Commission: 180k Caution fee: 180k Service Charge: 250k Total Package: N2,650,000_
#snapchat
Senator Adeola
PEPT 
Victor Osimhen 
Blood Diamond
 Reno
Ajuri Ngelale
UBA Bank",neutral,0,0,1137,1137,90,Chevron,-0.024291478097438812,neutral
2224,28/08/2023 16:54:14,"An Introduction to the Oil & Gas Industry for Investors: Part 1  via @YouTube
#oilandgas #COPL #BP #exxonmobil #chevron #totalenergies #aramco #sinpoec #petrochina #chinanationalpetroleum #exxon #gazprom #conocophillips",neutral,4,0,81,81,6,Chevron,0.10861454345285892,neutral
2225,28/08/2023 10:11:04,"🚨 _Shared Apartment for rent in Chevron, Lekki. Rent: 1.3million, Agent: 60k Agreement: 130k Legal: 130k Caution fee: 130k Service Charge: 250k (includes; Water, Security and Wifi) Total Package: N2,000,000 
Will Smith 
#viralvideo 
PEPT 
Victor Osimhen 
Zenith Bank
 Reno ",neutral,2,0,1137,1137,90,Chevron,-0.00912545993924141,neutral
2226,28/08/2023 10:09:07,"🚨 _Shared Apartment for rent in Chevron, Lekki. Rent: 1.3million, Agent: 60k Agreement: 130k Legal: 130k Caution fee: 130k Service Charge: 250k (Water, security, and Wifi) Total Package:N2,000,000
Will Smith 
#viralvideo 
PEPT 
Victor Osimhen 
Zenith Bank
 Reno
Morgan Freeman ",neutral,0,0,1137,1137,90,Chevron,-0.0025833137333393097,neutral
2227,28/08/2023 10:07:20,"🚨 _Mini flat Shared Apartment for rent in Chevron, Lekki Rent: N1.8million Agent 60k Agreement: 180k Commission: 180k Caution fee: 180k Service Charge: 250k Total Package: N2,650,000_
Will Smith 
#viralvideo 
PEPT 
Victor Osimhen 
Zenith Bank
 Reno ",neutral,0,0,1137,1137,90,Chevron,-0.010076286271214485,neutral
2228,28/08/2023 07:09:13,"🇳🇦 Namibia,new oil petro-state 🛢️
Namibia's oil and gas sector is undergoing a rapid transformation due to recent significant discoveries like Graff-1, Venus-1, and Jonker-1X in the Orange Basin. This has attracted major players like TotalEnergies, Shell, Chevron, ExxonMobil,… ",positive,0,0,69,69,5,Chevron,0.6887391018681228,positive
2229,28/08/2023 00:59:20,"@ClimateRetorts @badmoonrising11 @smarzeli @RichardLWeiss @CymaticWave @Kenneth72712993 @_RL_W @JohnPisulaMBA @rln_nelson @1000Frolly @3GHtweets @Scizz8 @Michael_D_Crow @d_e_mol @VeronicaTalbot9 @NikolovScience @AndryGiles @Joe_Public2018 @roger_clague @FreeSpeech4U_Me @GlennCarr6 @richardwakelin3 @DawnTJ90 @Robert76907841 @GoodCollie @SZOMB @njbtweet @johndowney @RegimeChangeBC @chimera414 @ClimatePoet @raarts @sarenc @LogicalReterg @chuzbucket @maggie_bomber @clairegcoleman @ManixSalvador @surveyorX @HVACPerformance @ElectricElecti1 @janick_klossner @Damo__73_ @John_Menzies @mark_melbin @GillesnFio @MATTP1949 @AltUS_ARC @NASA 2/4 bottom lines are threatened by climate policy would be shouting it from the rooftops. Why don't you email the CEOs of, say, Exxon Mobil, Shell, Chevron, BP, Total etc with your 'brilliant insights'? To save you time, I will tell you what will happen - they will ignore you or",negative,0,0,149,149,11,Chevron,-0.00852774828672409,neutral
2230,28/08/2023 00:50:10,"World Leader in the oil & gas industry, based on market cap:
1. Saudi Arabian Oil Co. $2.231B
2. Exxon Mobile $433B
3. Chevron $303B
4. Reliance $202B
5. SHEL $199B
6. PETROCHINA $186B
7. TOTAL $150B
8. ConocoPhillips $139B
9. BP $102B",neutral,0,0,11,11,0,Chevron,0.17432667687535286,neutral
2232,27/08/2023 21:02:01,"A whole generation, thousands of baby penguins dead, possibly to go extinct. ALL CAUSED BY CLIMATE DENIAL of: 
@Shell @Shell_USA @enbridgegas @cenovus @suncorenergy @ImperialOil @exxonmobil @Chevron @bp_America @eni @TotalEnergies ",negative,0,0,438,438,35,Chevron,-0.8828339716419578,negative
2233,27/08/2023 19:42:47,"@GregAbbott_TX @EPA The GOP colludes with BigOil to cause it. Trying to gouge the public, hold us hostage to give them unlimited drilling rights in the US.
",negative,1,1,1736,2037,162,Chevron,-0.8059180602431297,negative
2234,27/08/2023 19:37:51,"🌎⛽️💦🌊🔥🍂🆘
Mostly down to every #ClimateCriminal CEO, past and present, of @exxonmobil @Chevron @TotalEnergies @bp_plc ⁦@Shell⁩ ⁦@eni⁩ ⁦@official_cnpc⁩ @gazprom_int⁩ et al 
#ClimateCollapse #Ecocide #Genocide #Bigoilvtheworld ",negative,0,0,4586,4586,366,Chevron,-0.3604770675301552,neutral
2235,27/08/2023 13:51:50,"Ogoniland
Polluted by the oil industry: Life in Nigeria's Ogoniland
Entire communities have suffered as their way of life has been destroyed by the oil industry.

@SHIN_Fafnhir3 ",negative,1,1,526,827,66,Chevron,-0.8743462995626032,negative
2236,27/08/2023 13:42:52,"@RishiSunak This is bollocks. You aren't keeping us safe from the most dangerous climate criminals of all time,like @bp_plc @Shell @exxonmobil @Chevron @TotalEnergies @Equinor @saudi_aramco
#ClimateCollapse #naturecollapse #JustStopOil",negative,1,1,291,592,47,Chevron,-0.90627530682832,negative
2237,27/08/2023 10:23:35,"Happy Sunday Funday Everyone...
This ain't work... Tinkering, experimenting, and all things good to help make a better World.
🫶😎🙏
@eiesolutionsNFT @eie_solutions 
@Shell @bp_plc @Esso_GB @TexacoInHawaii @exxonmobil @Chevron @REGbiofuels @PetrochinaID @TotalEnergies @discord ",positive,1,0,1110,1110,88,Chevron,0.7215869724750519,positive
2238,27/08/2023 07:04:34,"Install and Register in the Chevron App!
Get it: 
This offer is only allowed in United States (US).
#utility,#expense,#chevrons #Chevron_App #App #android,#job,#amazon,#utility_expense #relief #freegiftcard #freegift #giftcards #Giveaway #USA ",neutral,0,1,0,301,24,Chevron,0.5343562858179212,positive
2239,26/08/2023 21:50:55,"“the Energy Department’s own analysis(shows) cost to manufacturers.. would total a whopping $86.6 million per year.
millions of everyday Americans will continue to suffer thanks to the Regime’s awful “climate change” agenda, liberal elitists will no doubt escape unscathed.”",negative,1,0,2193,2193,175,Chevron,-0.8443088456988335,negative
2240,26/08/2023 16:11:28,"@Chevron Fossil fuels benefited from record subsidies of $13m (£10.3m) a minute in 2022, according to the International Monetary Fund, despite being the primary cause of the climate crisis.
The IMF analysis found the total subsidies for oil, gas and coal in 2022 were $7tn (£5.5tn).",positive,0,0,6,6,0,Chevron,0.04702328145503998,neutral
2241,26/08/2023 15:37:58,"@HouseGOP @RepWesterman You guys are so dumb. Joe is leading us towards energy independence. Joe is saving us from the monopoly of Big Oil. Their price Gouging and abuse of American citizens for heating oil is over. The GOP are so invested in Oil, against the good of ",negative,0,0,1735,1735,138,Chevron,-0.7435446977615356,negative
2242,26/08/2023 15:31:44,"@business And exxonmobil, Shell BP, Chevron, Total and other western owned oil companies are planting trees…",neutral,9,0,10404,10404,832,Chevron,-0.24928298965096474,neutral
2244,26/08/2023 00:57:15,"Hey @tanya_plibersek 
Is this “nature positive” huh?
#ClimateEmergency #BiodiversityLoss #Ecosystemcollapse",negative,1,0,3221,3221,257,Chevron,-0.3437940403819084,neutral
2245,26/08/2023 00:37:27,"But no UN investigations on shell, bp, total, chevron for same violations? And Tepco...",negative,3,1,192,493,39,Chevron,-0.6586262891069055,negative
2246,25/08/2023 22:56:44,"@MrCapxlot @ShannonOBleary @ElephantOpin @JimMLSsocrfan @snacksmacker @EndWokeness This is why you pay at the gas station! And because of prices set by OPEC.
Over $200 billion in profits by US oil companies. They want to drag you to pump with ""drill baby drill"" slogans and then bleed you dry. 
",negative,1,0,420,420,33,Chevron,-0.7324542254209518,negative
2247,25/08/2023 21:37:43,Who are the killers of the penguins? @Shell @exxonmobil @Chevron @bp_plc I will be glad when #oilandgas are extinct,neutral,0,0,223,223,17,Chevron,-0.8562126662582159,negative
2248,25/08/2023 14:12:23,"Brought about by Big Oil, Gas & Coal + financiers
 
@aramco @bhp @bp_plc @Chevron @conocophillips @eni @exxonmobil @GazpromEN @peabodyenergy @Shell @TotalEnergies @WoodsideEnergy @jpmorgan @Citi @WellsFargo @BankofAmerica @Barclays @RBC @BNPParibas @scotiabank @HSBC @BlackRock",neutral,21,17,2150,7267,581,Chevron,-0.22524766623973846,neutral
2249,25/08/2023 09:25:28,"Morning Papers: Commos
-------------------------------
Gold eases as US dollar jumps & spotlight on Powell speech
Gold, silver, platinum eye best weeks since July 14
Palladium set for second consecutive weekly fall
SPDR Gold Trust holdings fall further
By Swati Verma
(Reuters) -Gold prices edged lower on Friday as the U.S. dollar reclaimed a 2-1/2-month peak, but the metal was headed for its best week in six ahead of a speech by Federal Reserve Chair Jerome Powell that could offer clues on the interest rate outlook.
Spot gold eased 0.2% to $1,913.10 per ounce by 0527 GMT, while U.S. gold futures GCcv1 shed 0.3% to $1,941.30.
Gold has risen about 1.3% so far in the week, which could be its first week of gains this month, as prices climbed to their highest since Aug. 10 on Thursday.
""The false break of $1,900 has provided a nice rally to the $1,920 area, but Powell has the ability to send gold back down to $1,900 as much as he could send it to $1,940,"" said Matt Simpson, a senior analyst at City Index.
""The stronger U.S. dollar is clearly acting as a headwind for gold.""
The U.S. dollar raced for its sixth straight weekly gain, making bullion more expensive for overseas buyers. USD/
Two Fed officials on Thursday tentatively welcomed a recent jump in bond market yields, while noting they see a good chance that no more interest rate increases will be needed. US/
For more rate clues, investors will focus on Powell and European Central Bank President Christine Lagarde's speeches expected later in the day at the annual economic symposium in Jackson Hole, Wyoming.
The main theme will be ""higher for longer"" at Jackson Hole, with Fed officials indicating either tighter policy may be necessary, or a longer plateau is required, according to Nicholas Frappell, global head of institutional markets at ABC Refinery.
Among other metals, spot silver edged 0.4% lower to $24.05 per ounce and platinum was steady at $932.60. Palladium fell 0.7% to $1,232.13.
Silver and platinum were headed for their best weeks since July 14. Palladium was set for a second straight weekly decline.
--------------
Copper falls as firm dollar weighs
(Reuters) - Copper prices declined on Friday as a strong dollar made greenback-priced metals more expensive to holders of other currencies.
Three-month copper on the London Metal Exchange CMCU3 fell 0.1% to $8,355 per metric ton by 0344 GMT, while the most-traded October copper contract on the Shanghai Futures Exchange SCFcv1 shed 0.5% to 68,780 yuan ($9,438.08) a ton.
The U.S. dollar rose to its highest in more than two months and was on course for its sixth straight week of gains as markets awaited a speech from U.S. Federal Reserve Chair Jerome Powell to gauge the country's monetary policy path.
SHFE aluminium SAFcv1 fell 0.2% to 18,635 yuan, nickel SNIcv1 eased 0.1% to 169,230 yuan, lead SPBcv1 declined 0.5% to 16,370 yuan, tin SSNIcv1 lost 1% to 215,640 yuan while zinc SZNcv1 rose 0.6% to 20,535 yuan.
LME zinc CMZN3 fell 0.7% to $2,378 a ton, lead CMPB3 declined 0.6% to $2,170.50, tin CMSN3 lost 0.7% to $25,700, while aluminium CMAL3 rose 0.1% to $2,159 and nickel CMNI3 advanced 0.4% to $20,915.
On a weekly basis, both copper contracts are set to gain on China's efforts to stabilise the yuan and on hopes of improving demand ahead of a peak consumption season. LME copper is on track for its best weekly increase in a month.
However, poor economic data from China continued to pressure the demand outlook and prices.
SHFE tin was set for its best week since July 7. Despite weak demand, supply pressure is rising after Myanmar banned ore mining from August.
----------------
Iron ore resumes SGX rally on bets over China's near-term demand
By Enrico Dela Cruz
(Reuters) - Iron ore resumed its rally in Singapore on Friday, putting it on track for its biggest weekly gain in 11 weeks, underpinned by China's policy support for its faltering economic recovery and optimism over demand prospects in the near term.
Though little changed on the Dalian Commodity Exchange, the steelmaking ingredient's Chinese benchmark was also poised to log a similar weekly milestone, ahead of a seasonal pick-up in domestic construction activity from September to October.
""As we enter the seasonally bullish Sept/Oct onshore season we are of the opinion dips will find support,"" Al Munro at broker Marex said in a note.
Iron ore's benchmark September contract on the Singapore Exchange SZZFU3 was up 1.5% at $113.60 per metric ton, as of 0340 GMT, after Thursday's 1.2% decline that followed a five-session rally. It has gained more than 6% this week.
Dalian's most-traded January iron ore ended morning trade 0.1% higher at 823 yuan ($112.93) per ton, after swinging back and forth.
Spot iron ore has also climbed more than 6% this week, trading at a four-week high of $116.50 on Thursday, SteelHome consultancy data SH-CCN-IRNOR62 showed.
Support for iron ore was intact despite a Mysteel consultancy report saying some mills in China's steelmaking hub of Tangshan city have suspended sintering operation for one week from Aug. 24 as required to improve air quality.
China is aiming to achieve a supply and demand balance in its steel market this year, according to the industry ministry, even as the market faces mounting pressure from a floundering economy and ongoing property market woes.
Other steelmaking ingredients on the Dalian exchange fell following recent gains, with coking coal DJMcv1 and coke DCJcv1 down 1.2% and 1%, respectively.
Steel benchmarks in Shanghai also dipped. Rebar SRBcv1 and hot-rolled coil SHHCcv1 both dropped 0.5%, wire rod SWRcv1 shed 0.2%, and stainless steel SHSScv1 lost 1.1%.
--------------
Wheat Futures Fall on Scant News About Black Sea Corridor -- Daily Grain Highlights
By Kirk Maltais
-- Wheat for December delivery fell 1.3% to $6.31 3/4 a bushel on the Chicago Board of Trade on Thursday as traders decided to sell with no new developments on insuring Black Sea shipping vessels emerging.
-- Corn for December delivery fell 0.5% to $4.88 1/4 a bushel.
-- Soybeans for November delivery rose 0.8% to $13.71 3/4 a bushel.
HIGHLIGHTS
Scarce News: Grain traders are anxious to learn more information about what a proposal enabling continued shipments out of Ukraine will look like, but don't have details. This allowed futures to slip, particularly wheat.
""There is no clear picture of the Russian market and there was no fresh news on the Ukraine insurance scheme,"" said Steve Freed of ADM Investor Services in a note. ""There is little specific fresh news, and the trade now awaits next week's Stats Canada crop update.""
A Little Better: Corn and wheat futures were pressured in by conditions from the Pro Farmer Midwest Crop Tour improving over last year, particularly for corn. In Illinois, corn yields were estimated at 193.72 bushels an acre, up 1.6% from last year and up 0.8% from the prior three-year average.
Soybean pods counted in a three foot-by-three foot square averaged 1,270.8 pods, up 1.7% from last year and 0.9% higher than the previous three years.
Downside Potential: While soybean pod counts reported by Pro Farmer this week are mostly higher, futures were supported by lingering uncertainties.
""I think from a 'mystery' standpoint, it's all about beans,"" said John Payne of Hedgepoint Global.
Because soybeans are largely planted later in the spring than corn, much of the U.S. soybean crop is still in development, meaning a new stretch of unfavorable weather in the coming weeks could derail U.S. soybean output.
INSIGHT
In Demand: Export sales of U.S. soybeans for the week ended Aug. 17 beat the high end of expectations by analysts surveyed by The Wall Street Journal.
The USDA said 1.58 million metric tons of soybeans were sold in the 2022-23 and 2023-24 marketing years, beating the range of 800,000 tons to 1.3 million tons forecast by analysts.
Corn and wheat sales fell within analyst expectations, totaling 650,800 tons and 406,000 tons, respectively, across both marketing years.
The higher soybean figure was supportive for those futures, but corn and wheat futures fell as the perception of weak export demand was left unchanged.
Growing Patchwork: The latest data from the U.S. Drought Monitor shows a much wider swath of Texas and Louisiana experiencing extreme or exceptional drought conditions, which may present the biggest threat to cotton growing in the South.
However, portions of Iowa and Minnesota also grew more severe in their moisture deficiency, which may have an impact on corn crops heading for the finish line and soybeans still in development.
AHEAD
-- The CFTC is scheduled to release its weekly Commitments of Traders Report at 3:30 p.m. EDT Friday.
-- The USDA is due to release its weekly grains export inspections report at 11 a.m. EDT Monday.
-- The USDA is scheduled to release its weekly crop progress report at 4 p.m. EDT Monday
--------------
GRAINS-Wheat rises as hot and dry weather raises supply risk, soybeans firm
By Naveen Thukral
(Reuters) - Chicago wheat prices rose on Friday, as hot and dry weather in the United States and other key exporting countries raised the prospect of lower yields.
Soybeans gained ground and were poised for a second straight weekly rise as adverse weather is likely to trim U.S. output.
For the week, soybeans are up almost 2% while corn and wheat are down.
The U.S. spring wheat crop is suffering, with dry weather in the northern Plains likely to reduce yields.
Argentina's current wheat crop needs precipitation in the coming days across key farmland in order to stave off a hit to yields, a weekly report from the Buenos Aires Grains Exchange showed on Thursday.
Prolonged heat across many Ukrainian regions has dried the upper soil level, creating unfavourable conditions for the forthcoming winter grain sowing, analysts at APK-Inform quoted state weather forecasters as saying on Thursday.
The European Commission further reduced its outlook for European Union production of major cereal and oilseed crops this season, with maize seeing the sharpest reduction.
The commission lowered its forecast for 2023/24 EU usable maize production to 61.7 million metric tons (mmt) from 63.0 mmt projected in July. It cut its forecast for 2023/24 usable soft wheat to 126.1 mmt from 126.4 mmt in July.
In the soybean market, forecasts of hot and dry weather raised crop concerns.
Soybeans are susceptible to extreme temperatures with a lack of rainfall forecast for the next several weeks. The crop is at its crucial stage of development.
This week's Midwest crop tour has generally shown soy and corn potential above last year's but mixed levels compared with the average of recent years.
Minnesota's soybean yield potential fell to the lowest in four years as dry weather withered crops in the country's third-largest grower of the oilseed, scouts on an annual crop tour of top U.S. producing states found on Thursday.
However, Illinois soybean pod counts and corn yield prospects are above last year and the three-year average, scouts on an annual Midwest crop tour found on Wednesday, limiting gains.
Commodity funds were net buyers of CBOT soybean and soymeal futures contracts, and net sellers of corn, wheat and soyoil futures contracts on Thursday, traders said.
---------------
Australia union threatens strikes at Chevron LNG facilities
By Renju Jose and Lewis Jackson
(Reuters) - Unions at Chevron's (CVX.N) liquefied natural gas (LNG) facilities in Australia warned on Friday that work stoppages could cost the U.S. energy major billions of dollars if demands over wages and conditions were not met.
The warning came even as workers at a nearby Woodside facility voted to approve a deal struck by the same unions.
Workers on Thursday voted to authorize the Offshore Alliance of unions to call a strike at Chevron's Gorgon and Wheatstone projects.
The North West Shelf along with the Gorgon and Wheatstone projects account for about one-tenth of global LNG supplies.
In a Facebook post on Friday, the union alliance said of Chevron's senior management team: ""Their stupidity is about to cost them $billions in lost production and profit.""
The unions also criticised the company for putting a proposal directly to a worker vote without going through the bargaining process, and the unions threatened industrial action.
Chevron did not immediately respond to a request seeking comments outside normal business hours.
More than 99% of some 450 workers voted in favour of a authorizing a strike, which could include refusing to load tankers or vessels, bans on certain tasks and a full strike.
Results of another strike ballot for workers at a separate Wheatstone facility are due on Monday afternoon.
The Offshore Alliance, which combines the Maritime Union of Australia and Australian Workers' Union, must give Chevron seven working days' notice before a strike.
Any strike would have forced Asian buyers to outbid Europe to attract gas cargoes. China and Japan are the top two lifters of Australian LNG, followed by South Korea and Taiwan.
Energy analyst Saul Kavonic said Chevron could face some ""low-level"" industrial action but that was unlikely to significantly disrupt supplies.
""The public rhetoric will once again ramp up as the Chevron negotiations get underway, as a normal part of the Australian union bargaining process,"" he said.
WOODSIDE STRIKES A DEAL
The escalation comes a day after the Offshore Alliance reached an in-principle agreement at Woodside's () North West Shelf LNG facility, Australia's largest, triggering a sharp fall in Dutch and British wholesale gas prices on Thursday.
The Offshore Alliance announced on Friday that workers had ""overwhelmingly endorsed"" the draft agreement in a meeting the previous evening. No strike action would take place while the agreement was finalised and put to a second formal vote.
The deal, which will be finalised and sent to the unions on Monday, ""significantly"" increases worker pay, prevents Woodside replacing workers with labour hire or contractors and will require a majority vote of employees for any roster changes, the unions said in a statement.
----------------
Nat-Gas Prices Move Higher On Hot Temps In Texas
Rich Asplund - Barchart
July Nymex natural gas (NGN23) on Monday closed up +0.012 (+0.53%).
July nat-gas Monday recovered from early losses and posted modest gains on forecasts for hotter-than-usual temperatures this week in Texas, the largest nat-gas consuming state.  Nat-gas prices Monday initially moved lower after updated U.S. weather forecasts shifted milder, signaling nat-gas demand from electricity providers will decline on the reduced need to power air conditioning.  Forecaster Atmospheric G2 said below-normal temperatures are expected through next week across most of the eastern and western U.S. states.
Nat-gas prices fell sharply starting in December and posted a 2-3/4 year nearest-futures low (NGK23) Apr 14 as abnormally mild weather across the northern hemisphere this past winter eroded heating demand for nat-gas.  January was the sixth-warmest across the contiguous 48 U.S. states in data from 1895.  This winter's warm temperatures have caused rising nat-gas inventories in Europe and the United States.  Gas storage across Europe was 72% full as of June 10, well above the 5-year seasonal average of 55% full for this time of year.  Nat-gas inventories in the U.S. were +16.1% above their 5-year seasonal average as of June 2.
Lower-48 state dry gas production on Monday was 100.8 bcf (+3.9% y/y), moderately below the record high of 101.7 bcf posted on Apr 23, according to BNEF.  Lower-48 state gas demand Monday was 66.9 bcf/day, up +3.6% y/y, according to BNEF.  On Monday, LNG net flows to U.S. LNG export terminals were 11.7 bcf, up +0.2% w/w.  On Apr 16, LNG net flows to U.S. LNG export terminals rose to a record 14.9 bcf/day as nat-gas exports continue to increase from the Freeport LNG terminal as the terminal was partially reopened after being closed since last June because of an explosion.
A decline in U.S. electricity output is bearish for nat-gas demand from utility providers.  The Edison Electric Institute reported last Wednesday that total U.S. electricity output in the week ended June 3 fell -5.2% y/y to 76,617 GWh (gigawatt hours).  Also, cumulative U.S. electricity output in the 52-week period ending June 3 fell -0.3%  y/y to 4,086,219 GWh.
Last Thursday's weekly EIA report was neutral for nat-gas prices since it showed U.S. nat gas inventories rose +104 bcf, below expectations of +114 bcf but above the five-year average for this time of year at 100 bcf.  Nat-gas inventories as of June 2 are +16.1% above their 5-year seasonal average.
Baker Hughes reported last Friday that the number of active U.S. nat-gas drilling rigs in the week ended June 9 fell by -2 to a 15-month low of 135 rigs, moderately below the 3-1/4 year high of 166 rigs posted in the week ended Sep 9.  Active rigs have more than doubled from the record low of 68 rigs posted in July 2020 (data since 1987).
--------------
Oil set for 2nd weekly fall on firm dollar as supply worries ebb
By Muyu Xu
(Reuters) - Oil was headed for a second week of declines even as it rose on Friday, as the dollar firmed before a speech by Federal Reserve Chair Jerome Powell while concerns over tight supply eased.
Brent crude rose 39 cents, or 0.5%, to $83.75 a barrel by 0624 GMT, while U.S. West Texas Intermediate crude was also up 39 cents, or 0.5%, at $79.44 a barrel.
For the week, crude prices are set to fall between 1.2%-2.2%, a second consecutive week of decline.
""No doubt the Fed's policy outlook will be the key driving force for markets ahead,"" said Yeap Jun Rong, market analyst at IG.
""With fresh updates on U.S. inflation and labour market data after the previous FOMC meeting, focus will be on what factors the Fed Chair will have his attention on,"" he said.
Investor caution ahead of Powell's remarks at the Jackson Hole Symposium lifted the safe-haven dollar to a 10-week high, its biggest rise in a month, as markets waited for word on how long rates would stay elevated.
A strong dollar makes oil more expensive for holders of other currencies, denting demand.
On the supply side, talks between Turkey and Iraq's semi-autonomous Kurdistan regional government on northern Iraqi crude oil exports are still going on after officials failed to reach an agreement to restart oil exports earlier this week.
Turkey stopped Iraqi oil flows via the Ceyhan port on March 25 after losing a long-standing arbitration case brought by Iraq.
The market is closely monitoring the flows of Iranian oil as the country's crude oil output will reach 3.4 million bpd by the end of September, Iran's oil minister was quoted as saying by state media, even though U.S. sanctions remain in place.
Further weighing on market sentiment, U.S. officials are drafting a proposal that would ease sanctions on Venezuela's oil sector, allowing more companies and countries to import its crude oil.
Norway's Equinor (EQNR.OL) said on Friday it has started production at its extended Statfjord Ost field six months ahead of schedule and expects output to rise by 26 million barrels of oil equivalent.
""The support to oil prices from previous production cuts has ebbed. The market is looking for Saudi Arabia to continue extending its voluntary output reductions,"" said analysts from Haitong Futures.
Analysts estimated that the top oil exporter will likely roll over a voluntary oil cut of 1 million barrels per day for a third consecutive month into October, amid uncertainty about supplies and as the kingdom targets drawing down global inventories further.",neutral,3,0,8349,8349,667,Chevron,0.08313168957829475,neutral
2250,25/08/2023 08:59:23,"Congratulations!
You've succeeded 
@bp_plc @Shell @exxonmobil @Chevron @TotalEnergies @Equinor @saudi_aramco
#ClimateCollapse #naturecollapse",positive,0,0,292,292,23,Chevron,0.8828343888744712,positive
2251,25/08/2023 06:29:48,"Operation ""Make the Planet an Unlivable Hellscape"" is going pretty darn well. What address should we send congratulations to, @exxonmobil @Chevron @bp_plc @Shell @TotalEnergies @Equinor @aramco @ADNOCGroup @GazpromEN @qatarenergy @AdaniOnline ?",positive,104,48,78694,93142,7451,Chevron,0.8651908962056041,positive
2252,25/08/2023 05:29:18,"Until July 2023, the Sultanate of #Oman has amassed a total oil production, encompassing condensates, surpassing the mark of 223.544 million barrels. 
@exxonmobil @bp_plc @Chevron 
#cumulativeoil #CrudeOil ",neutral,2,0,1282,1282,102,Chevron,0.20767919719219208,neutral
2253,24/08/2023 23:26:41,@JoeBiden The GOP have their donors to defend ,neutral,0,0,1738,1738,139,Chevron,-0.3938295505940914,neutral
2254,24/08/2023 23:25:05,"The climate criminals are responsible for this
@bp_plc @Shell @exxonmobil @Chevron @TotalEnergies @Equinor @saudi_aramco 
@RishiSunak @grantshapps @BBCNews @itvnews @SkyNews @Channel4News @GMB @BBCBreakfast 
#ClimateCollapse #naturecollapse",negative,0,0,292,292,23,Chevron,-0.8222048748284578,negative
2255,24/08/2023 22:43:36,"@SenTedCruz Nope, price Gouging from the GOPs favorite donor: ",neutral,2,1,1738,2039,163,Chevron,-0.44132453575730324,negative
2256,24/08/2023 20:40:52,"@Yanky_Pollak @POTUS Maybe take it up with the oil oligarchs. 
 ",neutral,1,0,384,384,30,Chevron,-0.3314999360591173,neutral
2257,24/08/2023 15:15:59,"@HouseGOP Meanwhile, in the real world, MAGA big oil donors putting the screws to us. 😂😂🤡🤡",neutral,1,2,865,1467,117,Chevron,-0.8206713404506445,negative
2258,24/08/2023 14:16:54,"Oil & Gas Giants Post Record Q1 Profits
(*B as in Billions)
ExxonMobil
2021: $2.7B
2022: $5.5B
2023: $11.4B
Shell
2021: $3.2B
2022: $9.1B
2023: $9.6B
Chevron
2021: $1.4B
2022: $6.3B
2023: $9.6B
TotalEnergies
2021: $3.3B
2022: $4.9B
2023: $5.6B",neutral,0,0,16,16,1,Chevron,0.1776396967470646,neutral
2259,24/08/2023 13:43:40,I mentioned this in a tweet yesterday about the vast potential for further discoveries that will inevitably push out the “50 year” timeline to no oil. What has prevented many of these from happening are limitations by woke governments and ESG mandates/divestment strategies,negative,117,32,49533,59165,4733,Chevron,0.052629999816417694,neutral
2260,24/08/2023 12:24:40,"trova le differenze
#eni official partner meeting di Rimini

""Top 10 Companies Actively Working to Worsen the #ClimateEmergency""
 
#GlobalBoiling #fossilfuelsDeadEND #ENDfossilfuels",negative,0,0,7345,7345,587,Chevron,0.005244921892881393,neutral
2261,24/08/2023 10:33:18,Dear CEOs & boards for @Chevron @exxonmobil @bp_plc @Shell @aramco @CoalIndiaHQ @AGLEnergy @EnergyAustralia and complicit Aussie politicians @AlboMP @tanya_plibersek @AustralianLabor Biosphere is on the verge of collapse. Not hyperbole. This is your legacy ,negative,3,4,2592,3796,303,Chevron,-0.7634303569793701,negative
2262,24/08/2023 05:29:04,Oil is the old new future,neutral,0,0,1045,1045,83,Chevron,-0.3618103861808777,neutral
2263,24/08/2023 02:26:53,"@TOPTBOSS @JoforOregon @JamieforOregon She must have been laid off from her gas jockey job at the Terrebonne Chevron with the total self-serve now. And the partner's Bakery never got off the ground. So hey! Just run for fill-in-the-blank office, again.🤦‍♀️",neutral,1,0,7938,7938,635,Chevron,-0.7938167583197355,negative
2264,24/08/2023 02:04:55,"Major oil companies like #TotalEnergies, #Shell, and #Chevron are investing heavily in Namibia following promising discoveries in the Graff-1, Venus-1, and Jonker-1X projects.",positive,0,0,1822,1822,145,Chevron,0.7877474734559655,positive
2265,23/08/2023 23:56:04,Namibia’s offshore oil discoveries estimated at 11 bln barrels ... - Hellenic Shipping News Worldwide ,neutral,0,0,599,599,47,Chevron,0.02363744005560875,neutral
2266,23/08/2023 23:10:37,"Namibia's Oil & Gas Sector Sparks Global Investment Rush
Major oil companies like TotalEnergies, Shell & Chevron are investing heavily in Namibia following promising discoveries in the Graff-1, Venus-1-Jonker-1X project
   #oilprice",positive,0,0,215,215,17,Chevron,0.8229332412593067,positive
